day2024,temp_warming,temp_warming_noise,temp_warming_noise_extreme,temp_warming_noise_extreme_inertia,temp_warming_noise_extreme_inertia_currents
229,23.96259,24.71632,24.71632,23.45454,23.34115
230,23.87289,23.94641,23.94641,22.76163,22.94074
231,23.77879,22.98629,22.98629,21.89751,21.96848
232,23.68037,23.64252,23.64252,22.48812,22.46896
233,23.57769,24.01862,24.01862,22.82661,22.76251
234,23.47085,22.79590,22.79590,21.72616,21.91173
235,23.35992,23.41643,22.02762,21.03472,20.91751
236,23.24499,22.40813,19.75989,18.99375,18.79689
237,23.12615,23.30806,20.60013,19.74997,19.57127
238,23.00350,23.17304,23.17304,22.06559,21.89810
239,22.87712,23.22848,23.22848,22.11548,22.09565
240,22.74711,22.11374,22.11374,21.11222,21.14332
241,22.61357,23.87288,23.87288,22.69545,22.84703
242,22.47661,22.64822,22.64822,21.59325,21.46339
243,22.33632,21.67986,21.67986,20.72173,20.63446
244,22.19281,21.66652,21.66652,20.70972,20.64160
245,22.04619,22.49872,22.49872,21.45870,21.27218
246,21.89656,22.27176,22.27176,21.25444,21.40750
247,21.74404,21.75193,21.75193,20.78659,20.67985
248,21.58873,22.35796,22.35796,21.33201,21.39139
249,21.43075,21.34127,21.34127,20.41699,20.48461
250,21.27022,21.44065,21.44065,20.50644,20.56977
251,21.10724,21.86167,21.86167,20.88536,20.90700
252,20.94195,21.34025,21.34025,20.41608,20.37890
253,20.77444,21.35516,21.35516,20.42950,20.47756
254,20.60485,21.40995,21.40995,20.47881,20.65680
255,20.43328,20.83127,20.83127,19.95800,20.02533
256,20.25987,19.85443,19.85443,19.07884,18.94267
257,20.08473,20.57381,20.57381,19.72628,19.59341
258,19.90797,19.49204,19.49204,18.75269,18.58890
259,19.72973,20.50209,20.50209,19.66174,19.86084
260,19.55013,19.33607,19.33607,18.61232,18.66081
261,19.36927,19.53389,19.53389,18.79036,18.96030
262,19.18730,19.72663,19.72663,18.96382,18.92037
263,19.00431,19.05268,19.05268,18.35727,18.52190
264,18.82044,19.06482,19.06482,18.36819,18.27776
265,18.63581,18.24445,18.24445,17.62986,17.76903
266,18.45054,18.96338,18.96338,18.27690,18.18096
267,18.26473,18.87766,18.87766,18.19975,18.32003
268,18.07852,19.00065,19.00065,18.31044,18.14915
269,17.89202,18.21552,18.21552,17.60382,17.55354
270,17.70534,18.51607,18.51607,17.87432,17.88184
271,17.51860,17.99426,17.99426,17.40469,17.31536
272,17.33191,17.85500,17.85500,17.27935,17.24802
273,17.14540,17.06136,17.06136,16.56508,16.63856
274,16.95915,17.73963,17.73963,17.17552,17.30219
275,16.77330,17.05411,17.05411,16.55855,16.55711
276,16.58793,16.71907,16.71907,16.25702,16.42241
277,16.40317,17.24306,17.24306,16.72861,16.56246
278,16.21911,16.41018,16.41018,15.97902,15.84827
279,16.03586,16.28203,16.28203,15.86368,15.90796
280,15.85352,15.76169,15.76169,15.39537,15.46566
281,15.67219,15.84018,15.84018,15.46602,15.47666
282,15.49196,15.93422,15.93422,15.55066,15.60903
283,15.31292,15.58331,15.58331,15.23484,15.17049
284,15.13518,14.77639,14.77639,14.50861,14.50101
285,14.95881,14.14019,14.14019,13.93603,13.83056
286,14.78391,15.16030,15.16030,14.85412,14.70368
287,14.61056,14.19288,15.62935,15.27627,15.23165
288,14.43884,14.77268,15.84629,15.47152,15.44561
289,14.26883,14.30540,12.53768,12.49377,12.56487
290,14.10061,14.29368,14.29368,14.07416,14.03760
291,13.93426,14.04641,14.04641,13.85162,13.91640
292,13.76984,14.91774,14.91774,14.63582,14.82723
293,13.60742,14.66183,14.66183,14.40550,14.20997
294,13.44707,14.21101,14.21101,13.99977,14.10588
295,13.28885,14.30081,14.30081,14.08058,14.13852
296,13.13282,13.57079,13.57079,13.42357,13.53078
297,12.97903,13.38544,13.38544,13.25675,13.11292
298,12.82755,13.29797,13.29797,13.17802,13.28342
299,12.67841,13.15770,15.91880,15.53678,15.37584
300,12.53168,12.31873,9.49519,9.75553,9.74120
301,12.38739,11.81537,9.30843,9.58744,9.39741
302,12.24558,13.14113,13.14113,13.03687,12.87203
303,12.10630,12.23358,12.23358,12.22008,12.02972
304,11.96957,12.23940,12.23940,12.22531,12.34356
305,11.83543,12.26280,12.26280,12.24638,12.09407
306,11.70391,11.32032,11.32032,11.39814,11.43795
307,11.57504,11.70102,11.70102,11.74077,11.84929
308,11.44883,11.63550,11.63550,11.68180,11.72447
309,11.32531,11.36450,14.15740,13.95152,13.89913
310,11.20450,11.39813,13.24819,13.13322,13.02908
311,11.08640,10.30632,11.99915,12.00909,12.01869
312,10.97103,11.00853,11.00853,11.11753,11.08085
313,10.85839,11.29492,11.29492,11.37528,11.21381
314,10.74849,10.49969,10.49969,10.65958,10.65552
315,10.64134,11.10839,11.10839,11.20740,11.21177
316,10.53692,10.89385,10.89385,11.01432,10.97282
317,10.43524,10.52966,10.52966,10.68655,10.49932
318,10.33628,10.20720,11.25456,11.33896,11.40476
319,10.24005,9.83908,7.84522,8.27055,8.40718
320,10.14652,9.78464,11.40740,11.47651,11.46951
321,10.05568,10.28725,10.28725,10.46838,10.50812
322,9.96751,9.72704,9.72704,9.96419,10.12076
323,9.88200,10.30089,10.30089,10.48065,10.41245
324,9.79911,9.69387,7.44920,7.91414,8.06213
325,9.71883,9.82735,11.24649,11.33170,11.41818
326,9.64112,10.67778,13.60789,13.45695,13.53458
327,9.56596,10.56608,10.56608,10.71933,10.76510
328,9.49331,9.59152,9.59152,9.84222,9.90201
329,9.42315,10.11909,10.11909,10.31704,10.40180
