day2050,temp_warming,temp_warming_noise,temp_warming_noise_extreme,temp_warming_noise_extreme_inertia,temp_warming_noise_extreme_inertia_currents
1,9.42242,9.01382,9.01382,9.28637,9.21923
2,9.40851,9.31620,9.31620,9.55851,9.58464
3,9.39500,10.01201,10.01201,10.18475,10.35637
4,9.38186,8.83570,8.83570,9.12607,9.20946
5,9.36903,9.69134,9.69134,9.89614,9.70509
6,9.35648,9.41553,9.41553,9.64792,9.62770
7,9.34416,9.83843,9.83843,10.02852,10.15447
8,9.33203,9.51016,9.51016,9.73308,9.71244
9,9.32006,8.88279,8.88279,9.16844,9.26765
10,9.30820,9.39497,9.39497,9.62941,9.79947
11,9.29643,9.03727,9.03727,9.30748,9.29028
12,9.28472,9.04607,9.04607,9.31540,9.26100
13,9.27302,9.71827,9.71827,9.92037,9.91077
14,9.26133,9.04255,9.04255,9.31223,9.34667
15,9.24960,8.61904,8.61904,8.93107,9.11750
16,9.23782,9.53224,9.53224,9.75295,9.92167
17,9.22597,8.82476,8.82476,9.11622,8.98365
18,9.21402,8.56499,8.56499,8.88242,8.75892
19,9.20196,10.39239,12.19169,12.14646,12.23654
20,9.18978,9.01906,10.85330,10.94190,11.10435
21,9.17746,9.83594,7.98605,8.36138,8.17644
22,9.16500,8.96882,8.96882,9.24588,9.39468
23,9.15238,8.68420,8.68420,8.98972,8.87818
24,9.13960,9.08631,9.08631,9.35161,9.42254
25,9.12666,8.68724,8.68724,8.99245,8.96431
26,9.11356,8.67994,8.67994,8.98588,9.02746
27,9.10031,8.79532,8.79532,9.08972,9.23753
28,9.08689,9.19961,9.19961,9.45358,9.51471
29,9.07333,9.14258,9.14258,9.40226,9.57402
30,9.05964,9.36135,9.36135,9.59915,9.51505
31,9.04581,9.26957,5.56874,6.18580,6.17268
32,9.03188,8.94120,11.96549,11.94287,11.79669
33,9.01785,9.66944,5.27585,5.92220,5.75263
34,9.00375,9.05119,5.21779,5.86995,5.85031
35,8.98959,8.17625,8.17625,8.53256,8.69365
36,8.97541,8.47999,8.47999,8.80593,8.91264
37,8.96121,8.37615,8.37615,8.71247,8.56649
38,8.94704,8.93081,6.77558,7.27196,7.10029
39,8.93293,8.99172,10.48175,10.60751,10.79601
40,8.91890,9.09846,7.25722,7.70544,7.76172
41,8.90500,9.26264,9.26264,9.51031,9.47576
42,8.89125,8.47926,8.47926,8.80527,8.93455
43,8.87770,8.81430,8.81430,9.10681,9.16613
44,8.86438,8.63894,8.63894,8.94898,8.92273
45,8.85135,9.08344,9.08344,9.34903,9.41126
46,8.83864,8.38240,8.38240,8.71810,8.90081
47,8.82630,9.35000,9.35000,9.58893,9.40082
48,8.81438,9.11473,9.11473,9.37720,9.19353
49,8.80293,9.30150,9.30150,9.54528,9.47847
50,8.79200,7.88160,7.88160,8.26737,8.10705
51,8.78165,8.36496,8.36496,8.70240,8.76585
52,8.77192,8.68086,8.68086,8.98671,8.81570
53,8.76287,8.60083,8.60083,8.91468,8.95865
54,8.75456,8.78660,11.00913,11.08216,10.98421
55,8.74705,8.86982,7.45873,7.88679,7.96195
56,8.74039,8.75303,10.50161,10.62538,10.51956
57,8.73466,8.75796,8.75796,9.05610,9.10566
58,8.72990,8.01785,8.01785,8.39000,8.27022
59,8.72618,9.02572,9.02572,9.29709,9.44277
60,8.72356,8.60972,8.60972,8.92269,8.91015
61,8.72212,8.77218,8.77218,9.06890,8.95225
62,8.72190,9.30338,9.30338,9.54698,9.34849
63,8.72298,9.18780,9.18780,9.44295,9.37271
64,8.72542,8.44110,8.44110,8.77092,8.67377
65,8.72928,8.51666,8.51666,8.83893,8.86173
66,8.73464,8.20136,8.20136,8.55516,8.59147
67,8.74155,7.86714,7.86714,8.25436,8.36478
68,8.75009,7.86234,7.86234,8.25004,8.26303
69,8.76031,8.03176,8.03176,8.40252,8.55971
70,8.77229,9.74918,9.74918,9.94819,9.83666
71,8.78609,8.01655,8.01655,8.38883,8.44545
72,8.80177,8.40411,8.40411,8.73763,8.90669
73,8.81940,8.93965,8.93965,9.21962,9.06252
74,8.83904,8.18932,8.18932,8.54433,8.54939
75,8.86076,8.88637,8.88637,9.17167,9.03309
76,8.88461,8.81261,8.81261,9.10528,9.10154
77,8.91066,8.15526,8.15526,8.51367,8.52992
78,8.93897,9.26869,9.26869,9.51576,9.68853
79,8.96959,8.93882,8.93882,9.21887,9.14127
80,9.00259,8.95847,8.95847,9.23656,9.05261
81,9.03802,8.07044,8.07044,8.43733,8.40592
82,9.07594,8.77329,10.44641,10.57570,10.69254
83,9.11640,8.66924,9.94684,10.12609,9.93212
84,9.15945,9.00711,6.43764,6.96781,6.77200
85,9.20514,9.30237,9.30237,9.54607,9.36908
86,9.25353,9.31824,9.31824,9.56035,9.59496
87,9.30466,9.56128,9.56128,9.77909,9.85236
88,9.35857,9.97914,8.52103,8.84286,8.96153
89,9.41531,9.63031,11.13492,11.19536,11.10882
90,9.47492,9.78308,7.42551,7.85690,7.97546
91,9.53743,8.55948,8.55948,8.87747,8.92223
92,9.60289,9.26790,9.26790,9.51504,9.69584
93,9.67133,9.66885,9.66885,9.87590,9.68163
94,9.74277,10.09668,10.09668,10.26095,10.28183
95,9.81726,9.86221,7.74405,8.14358,8.21846
96,9.89481,10.24128,13.15620,13.01452,12.95787
97,9.97545,10.23251,7.69607,8.10040,8.05056
98,10.05920,10.07020,10.07020,10.23711,10.23484
99,10.14608,10.92491,10.92491,11.00636,11.04638
100,10.23611,9.27548,9.27548,9.52187,9.55899
101,10.32930,9.32720,9.32720,9.56841,9.46798
102,10.42566,9.93991,9.93991,10.11986,10.30851
103,10.52520,9.96951,9.96951,10.14649,10.23859
104,10.62791,10.85025,8.77119,9.06801,9.01750
105,10.73381,11.20970,13.23099,13.08183,13.11985
106,10.84290,10.30270,12.35343,12.29202,12.39053
107,10.95515,10.54771,10.54771,10.66688,10.59346
108,11.07058,11.33085,11.33085,11.37170,11.25638
109,11.18916,9.56281,9.56281,9.78047,9.92798
110,11.31088,10.97869,10.97869,11.05475,11.07688
111,11.43573,10.53515,10.53515,10.65557,10.71656
112,11.56369,10.91387,10.91387,10.99642,10.94625
113,11.69472,11.36269,11.36269,11.40036,11.52675
114,11.82881,12.23565,12.23565,12.18602,11.99024
115,11.96592,11.69136,11.69136,11.69616,11.66637
116,12.10602,12.48738,12.48738,12.41257,12.45824
117,12.24907,12.29690,9.58712,9.80234,9.65202
118,12.39503,11.58421,12.95797,12.83611,13.03158
119,12.54386,12.94887,14.25265,14.00132,13.96771
120,12.69552,13.02878,13.02878,12.89984,12.83764
121,12.84994,11.48519,11.48519,11.51061,11.54192
122,13.00709,13.45174,13.45174,13.28050,13.46972
123,13.16689,13.91850,15.12296,14.78460,14.94002
124,13.32930,13.21713,11.09847,11.16256,11.34552
125,13.49425,13.40410,11.46742,11.49461,11.68753
126,13.66167,13.90966,13.90966,13.69263,13.66542
127,13.83150,13.78894,13.78894,13.58399,13.55585
128,14.00367,14.08368,14.08368,13.84924,13.88537
129,14.17810,13.66896,13.66896,13.47600,13.31902
130,14.35471,14.11322,14.11322,13.87584,13.81674
131,14.53342,14.45524,14.45524,14.18366,14.07416
132,14.71416,14.19704,14.19704,13.95127,14.12385
133,14.89683,14.58734,14.58734,14.30254,14.48615
134,15.08134,15.60448,15.60448,15.21797,15.22197
135,15.26761,15.65403,15.65403,15.26257,15.17172
136,15.45554,15.15678,15.15678,14.81504,14.85212
137,15.64504,15.03366,15.03366,14.70423,14.88062
138,15.83601,15.88683,15.88683,15.47208,15.33057
139,16.02834,15.52560,15.52560,15.14697,15.12568
140,16.22194,16.13373,16.13373,15.69429,15.82394
141,16.41670,16.56920,16.56920,16.08621,15.91125
142,16.61251,16.40680,16.40680,15.94006,16.02733
143,16.80927,16.57695,16.57695,16.09319,16.19273
144,17.00686,17.21969,17.21969,16.67165,16.70095
145,17.20517,17.32001,17.32001,16.76195,16.60409
146,17.40409,17.40397,17.40397,16.83751,16.95447
147,17.60350,17.85402,17.85402,17.24255,17.10823
148,17.80329,18.02566,18.02566,17.39703,17.52290
149,18.00333,17.17374,18.22843,17.57952,17.68773
150,18.20351,18.15227,20.54283,19.66248,19.78469
151,18.40370,17.75715,19.31751,18.55969,18.37649
152,18.60379,18.80870,18.80870,18.10176,17.98251
153,18.80365,18.42910,18.42910,17.76012,17.89416
154,19.00315,19.33434,19.33434,18.57485,18.62676
155,19.20218,18.72102,18.72102,18.02285,17.92319
156,19.40061,20.07814,20.07814,19.24426,19.23173
157,19.59831,19.25955,16.37202,15.90875,16.01739
158,19.79516,19.93057,22.19464,21.14911,21.17270
159,19.99103,19.43090,16.84659,16.33586,16.40737
160,20.18579,20.17109,20.17109,19.32792,19.35979
161,20.37932,20.24464,20.24464,19.39411,19.53788
162,20.57150,21.04823,21.04823,20.11734,20.18271
163,20.76219,19.68474,19.68474,18.89021,19.08790
164,20.95128,20.17050,20.17050,19.32738,19.17707
165,21.13863,21.04830,21.04830,20.11740,20.15509
166,21.32413,21.34715,21.34715,20.38637,20.36012
167,21.50765,21.12979,21.12979,20.19075,20.12656
168,21.68906,21.62646,21.62646,20.63775,20.79929
169,21.86825,20.96377,20.96377,20.04133,19.93593
170,22.04509,22.23571,22.23571,21.18607,21.03825
171,22.21947,22.75933,22.75933,21.65733,21.76141
172,22.39126,22.05594,22.05594,21.02428,20.84131
173,22.56035,23.15465,23.15465,22.01312,22.18457
174,22.72663,22.22758,22.22758,21.17876,21.15252
175,22.88998,22.72071,22.72071,21.62258,21.43110
176,23.05028,23.79498,23.79498,22.58942,22.42819
177,23.20744,23.62107,23.62107,22.43290,22.60896
178,23.36133,23.38647,23.38647,22.22176,22.20623
179,23.51186,24.07271,24.07271,22.83937,23.03904
180,23.65892,22.54231,22.54231,21.46201,21.34563
181,23.80240,23.26172,23.26172,22.10949,21.94306
182,23.94222,23.83487,23.83487,22.62532,22.80248
183,24.07827,23.51022,23.51022,22.33313,22.39733
184,24.21046,23.42298,23.42298,22.25462,22.11449
185,24.33869,23.87829,23.87829,22.66440,22.59658
186,24.46288,24.31258,24.31258,23.05526,23.19462
187,24.58294,24.48668,24.48668,23.21195,23.04927
188,24.69879,25.30170,25.30170,23.94546,23.80383
189,24.81035,24.20580,24.20580,22.95915,23.06008
190,24.91754,25.95491,25.95491,24.53335,24.42765
191,25.02029,24.66312,24.66312,23.37074,23.37399
192,25.11852,26.09261,26.09261,24.65728,24.69269
193,25.21217,24.09641,24.09641,22.86070,23.00895
194,25.30118,24.49054,24.49054,23.21543,23.06337
195,25.38548,24.84129,24.84129,23.53110,23.62605
196,25.46501,25.45757,25.45757,24.08575,24.19747
197,25.53973,25.18756,25.18756,23.84274,23.79924
198,25.60959,26.08603,26.08603,24.65136,24.63983
199,25.67453,25.73141,23.34162,22.18139,22.01679
200,25.73451,26.35959,23.46825,22.29536,22.17025
201,25.78950,25.87852,28.85982,27.14778,27.05531
202,25.83945,25.61515,25.61515,24.22757,24.38007
203,25.88435,24.88659,20.33015,19.47107,19.46938
204,25.92415,25.29591,29.87631,28.06261,28.19527
205,25.95884,25.39499,22.01865,20.99072,21.02773
206,25.98839,25.47925,29.71197,27.91471,27.76252
207,26.01279,24.92104,24.92104,23.60287,23.50285
208,26.03203,26.18071,26.18071,24.73657,24.80868
209,26.04610,26.41227,26.41227,24.94497,25.05199
210,26.05499,26.01934,27.36435,25.80185,25.85297
211,26.05871,26.54699,25.10156,23.76534,23.60950
212,26.05725,25.44816,26.59060,25.10548,25.05252
213,26.05062,26.56767,26.56767,25.08484,25.23451
214,26.03884,25.48901,25.48901,24.11404,24.00438
215,26.02192,25.32113,25.32113,23.96295,24.01778
216,25.99988,26.32902,26.32902,24.87005,25.03573
217,25.97274,25.64659,25.64659,24.25587,24.13832
218,25.94052,25.38732,27.71617,26.11849,26.23485
219,25.90326,25.60179,23.92912,22.71014,22.52133
220,25.86100,25.15843,23.98915,22.76417,22.75199
221,25.81376,25.92030,25.92030,24.50220,24.66626
222,25.76159,25.64403,25.64403,24.25356,24.44530
223,25.70454,25.51970,26.76465,25.26212,25.07039
224,25.64265,25.55110,28.06632,26.43362,26.26955
225,25.57597,25.90260,26.94788,25.42703,25.36390
226,25.50457,25.60472,25.60472,24.21819,24.39632
227,25.42850,25.56839,25.56839,24.18549,24.04914
228,25.34781,24.76848,24.76848,23.46556,23.47909
229,25.26259,25.53993,25.53993,24.15988,24.20521
230,25.17289,24.73043,24.73043,23.43133,23.42723
231,25.07879,24.38239,24.38239,23.11809,22.99751
232,24.98037,24.81325,24.81325,23.50586,23.69648
233,24.87769,25.10568,25.10568,23.76904,23.62054
234,24.77085,24.93190,24.93190,23.61264,23.74181
235,24.65992,25.11209,25.11209,23.77482,23.97045
236,24.54499,24.82217,24.82217,23.51389,23.70701
237,24.42615,25.39529,25.39529,24.02970,24.06751
238,24.30350,23.65878,23.65878,22.46683,22.42262
239,24.17712,24.50170,24.50170,23.22546,23.38131
240,24.04711,24.10895,24.10895,22.87199,22.96625
241,23.91357,23.92568,23.92568,22.70705,22.82484
242,23.77661,23.34675,23.34675,22.18601,22.34721
243,23.63632,23.11170,23.11170,21.97447,21.94472
244,23.49281,22.82587,22.82587,21.71722,21.63953
245,23.34619,23.56932,23.56932,22.38632,22.22054
246,23.19656,23.55574,23.55574,22.37410,22.49359
247,23.04404,24.10746,24.10746,22.87065,22.80178
248,22.88873,23.10283,23.10283,21.96649,21.76776
249,22.73075,22.90319,24.37905,23.11508,23.05862
250,22.57022,22.51824,21.41320,20.44582,20.25957
251,22.40724,22.27736,23.81680,22.60906,22.57325
252,22.24195,21.08305,21.08305,20.14868,20.02888
253,22.07444,21.90927,21.90927,20.89228,21.00337
254,21.90485,21.23801,19.97134,19.14814,19.10190
255,21.73328,21.40296,24.15228,22.91099,22.80044
256,21.55987,21.27760,20.00547,19.17886,19.20197
257,21.38473,21.21219,21.21219,20.26490,20.38124
258,21.20797,21.46181,21.46181,20.48956,20.64423
259,21.02973,20.38063,20.38063,19.51651,19.45358
260,20.85013,21.23281,21.23281,20.28346,20.38118
261,20.66927,19.78160,19.78160,18.97738,18.94375
262,20.48730,20.57174,20.57174,19.68850,19.65330
263,20.30431,19.80761,19.80761,19.00078,19.02018
264,20.12044,19.66123,19.66123,18.86904,19.01490
265,19.93581,19.69626,19.69626,18.90057,19.07119
266,19.75054,19.57546,20.71231,19.81502,19.84765
267,19.56473,19.56578,20.64846,19.75755,19.68175
268,19.37852,19.41128,16.77471,16.27118,16.34934
269,19.19202,18.74370,18.74370,18.04327,18.21728
270,19.00534,19.81328,19.81328,19.00589,18.92748
271,18.81860,18.62871,18.62871,17.93977,17.77623
272,18.63191,18.38706,18.38706,17.72229,17.57210
273,18.44540,18.45295,18.45295,17.78159,17.83181
274,18.25915,18.26215,18.26215,17.60987,17.75776
275,18.07330,17.42245,17.42245,16.85414,16.78251
276,17.88793,17.87212,17.87212,17.25885,17.06375
277,17.70317,17.48224,17.48224,16.90795,16.99274
278,17.51911,17.59483,17.59483,17.00929,16.85828
279,17.33586,17.59442,17.59442,17.00892,16.97696
280,17.15352,17.17614,17.17614,16.63246,16.44925
281,16.97219,17.18094,17.18094,16.63678,16.65037
282,16.79196,16.47316,16.47316,15.99978,16.16960
283,16.61292,17.38742,17.38742,16.82261,16.99981
284,16.43518,16.47889,16.47889,16.00494,15.87518
285,16.25881,15.64833,15.64833,15.25743,15.19282
286,16.08391,15.68243,15.68243,15.28812,15.46626
287,15.91056,15.31752,15.31752,14.95970,14.94222
288,15.73884,15.41123,15.41123,15.04404,15.04439
289,15.56883,16.16282,16.16282,15.72048,15.86890
290,15.40061,15.48653,18.71751,18.01970,17.84982
291,15.23426,14.76702,10.82792,10.91906,11.01717
292,15.06984,15.18882,11.11208,11.17480,11.13213
293,14.90742,14.09658,9.88566,10.07103,10.23786
294,14.74707,14.97853,14.97853,14.65461,14.63248
295,14.58885,15.02403,12.91629,12.79860,12.67683
296,14.43282,13.81140,11.40654,11.43982,11.51338
297,14.27903,14.02306,16.53988,16.05982,16.04902
298,14.12755,14.38120,14.38120,14.11701,13.97164
299,13.97841,13.63117,13.63117,13.44199,13.25252
300,13.83168,13.33689,13.33689,13.17713,13.35732
301,13.68739,14.27231,14.27231,14.01902,13.98306
302,13.54558,12.96874,12.96874,12.84580,12.79485
303,13.40630,13.52578,13.52578,13.34713,13.50381
304,13.26957,13.38290,13.38290,13.21854,13.32736
305,13.13543,13.40003,13.40003,13.23396,13.13347
306,13.00391,13.58155,13.58155,13.39733,13.49712
307,12.87504,12.54349,12.54349,12.46307,12.59523
308,12.74883,12.72909,12.72909,12.63011,12.60276
309,12.62531,11.38937,11.38937,11.42436,11.55843
310,12.50450,12.15998,12.15998,12.11791,12.25076
311,12.38640,11.61625,11.61625,11.62856,11.76359
312,12.27103,13.41798,16.23971,15.78967,15.62144
313,12.15839,12.28543,10.65700,10.76524,10.79302
314,12.04849,11.99684,9.58455,9.80003,9.74688
315,11.94134,11.47852,11.47852,11.50460,11.62871
316,11.83692,12.26920,12.26920,12.21621,12.22360
317,11.73524,11.51544,11.51544,11.53783,11.69203
318,11.63628,12.06740,12.06740,12.03460,11.90137
319,11.54005,11.89814,11.89814,11.88226,11.94803
320,11.44652,12.42996,12.42996,12.36090,12.20724
321,11.35568,10.59495,10.59495,10.70939,10.76524
322,11.26751,11.37717,11.37717,11.41339,11.21608
