day2050,temp_warming,temp_warming_noise,temp_warming_noise_extreme,temp_warming_noise_extreme_inertia,temp_warming_noise_extreme_inertia_currents
149,17.93673,17.49101,17.49101,16.93787,17.02843
150,18.13691,18.91233,18.91233,18.21705,18.18654
151,18.33710,18.57252,18.57252,17.91123,17.90409
152,18.53719,18.38489,18.38489,17.74235,17.58878
153,18.73705,19.16968,19.16968,18.44867,18.48763
154,18.93655,19.45183,19.45183,18.70260,18.65076
155,19.13558,19.32680,19.32680,18.59008,18.73514
156,19.33401,19.69506,19.69506,18.92151,18.99042
157,19.53171,18.79987,18.79987,18.11583,17.91959
158,19.72856,20.49231,17.86488,17.27435,17.18672
159,19.92443,20.60377,18.79161,18.10840,17.99662
160,20.11919,20.69494,22.00043,20.99634,21.08534
161,20.31272,20.37472,20.37472,19.53320,19.72674
162,20.50490,21.12281,21.12281,20.20648,20.34491
163,20.69559,21.42124,21.42124,20.47507,20.42175
164,20.88468,20.80048,20.80048,19.91638,20.02273
165,21.07203,21.59940,22.79893,21.71499,21.77135
166,21.25753,21.29093,23.37770,22.23588,22.36449
167,21.44105,22.43842,20.99682,20.09309,20.18858
168,21.62246,22.24622,22.24622,21.21755,21.12244
169,21.80165,22.50779,22.50779,21.45297,21.54181
170,21.97849,21.98259,21.98259,20.98029,20.92358
171,22.15287,22.09898,22.09898,21.08503,21.27574
172,22.32466,22.57286,22.57286,21.51153,21.56131
173,22.49375,23.07399,21.35705,20.41730,20.22885
174,22.66003,22.44033,25.39522,24.05165,24.10762
175,22.82338,22.58005,25.10286,23.78853,23.92350
176,22.98368,23.79422,23.79422,22.61076,22.59838
177,23.14084,23.08972,26.02502,24.61847,24.46840
178,23.29473,23.25098,20.80568,19.92107,20.08995
179,23.44526,23.61933,20.78181,19.89958,20.07990
180,23.59232,24.07180,24.07180,22.86057,22.89500
181,23.73580,23.80807,23.80807,22.62322,22.48759
182,23.87562,24.83611,24.83611,23.54845,23.60209
183,24.01167,23.87310,21.14435,20.22587,20.20472
184,24.14386,24.90142,27.58189,26.01966,26.12234
185,24.27209,23.94838,26.21856,24.79265,24.73449
186,24.39628,24.50687,24.50687,23.25213,23.27502
187,24.51634,24.68177,24.68177,23.40955,23.57133
188,24.63219,26.04204,26.04204,24.63379,24.45220
189,24.74375,24.55330,24.55330,23.29392,23.38766
190,24.85094,25.27642,25.27642,23.94473,24.03257
191,24.95369,25.92533,25.92533,24.52875,24.58079
192,25.05192,25.26272,25.26272,23.93241,23.78739
193,25.14557,25.30498,25.30498,23.97044,23.77288
194,25.23458,25.63586,25.63586,24.26823,24.43246
195,25.31888,26.11366,26.11366,24.69825,24.61594
196,25.39841,26.00728,26.00728,24.60250,24.47178
197,25.47313,25.88769,21.17805,20.25620,20.37302
198,25.54299,26.02476,29.05821,27.34834,27.25021
199,25.60793,24.92764,21.24012,20.31206,20.18030
200,25.66791,26.30811,29.66286,27.89253,28.02650
201,25.72290,25.40220,25.40220,24.05793,24.08901
202,25.77285,26.69049,26.69049,25.21739,25.40302
203,25.81775,26.01018,26.01018,24.60511,24.52605
204,25.85755,25.65475,25.65475,24.28523,24.34649
205,25.89224,25.65296,25.65296,24.28362,24.39538
206,25.92179,26.13774,26.13774,24.71992,24.61155
207,25.94619,26.36754,26.36754,24.92674,24.77423
208,25.96543,26.64820,26.64820,25.17933,25.26712
209,25.97950,26.48815,26.48815,25.03529,25.07098
210,25.98839,26.44132,26.44132,24.99314,25.14176
211,25.99211,27.32148,27.32148,25.78529,25.83301
212,25.99065,26.30393,26.30393,24.86950,24.95744
