x,y
6.161,46.217999999999996
6.161,46.227999999999994
6.161,46.23799999999999
6.161,46.24799999999999
6.161,46.25799999999999
6.170999999999999,46.217999999999996
6.170999999999999,46.227999999999994
6.170999999999999,46.23799999999999
6.170999999999999,46.24799999999999
6.170999999999999,46.25799999999999
6.170999999999999,46.26799999999999
6.180999999999999,46.227999999999994
6.180999999999999,46.23799999999999
6.180999999999999,46.24799999999999
6.180999999999999,46.25799999999999
6.180999999999999,46.26799999999999
6.180999999999999,46.277999999999984
6.180999999999999,46.28799999999998
6.180999999999999,46.29799999999998
6.190999999999999,46.23799999999999
6.190999999999999,46.24799999999999
6.190999999999999,46.25799999999999
6.190999999999999,46.26799999999999
6.190999999999999,46.277999999999984
6.190999999999999,46.28799999999998
6.190999999999999,46.29799999999998
6.190999999999999,46.30799999999998
6.200999999999999,46.26799999999999
6.200999999999999,46.277999999999984
6.200999999999999,46.28799999999998
6.200999999999999,46.29799999999998
6.200999999999999,46.30799999999998
6.200999999999999,46.31799999999998
6.2109999999999985,46.26799999999999
6.2109999999999985,46.277999999999984
6.2109999999999985,46.28799999999998
6.2109999999999985,46.29799999999998
6.2109999999999985,46.30799999999998
6.2109999999999985,46.31799999999998
6.2109999999999985,46.327999999999975
6.2109999999999985,46.33799999999997
6.2109999999999985,46.34799999999997
6.220999999999998,46.28799999999998
6.220999999999998,46.29799999999998
6.220999999999998,46.30799999999998
6.220999999999998,46.31799999999998
6.220999999999998,46.327999999999975
6.220999999999998,46.33799999999997
6.220999999999998,46.34799999999997
6.220999999999998,46.35799999999997
6.230999999999998,46.29799999999998
6.230999999999998,46.30799999999998
6.230999999999998,46.31799999999998
6.230999999999998,46.327999999999975
6.230999999999998,46.33799999999997
6.230999999999998,46.34799999999997
6.230999999999998,46.35799999999997
6.230999999999998,46.36799999999997
6.240999999999998,46.30799999999998
6.240999999999998,46.31799999999998
6.240999999999998,46.327999999999975
6.240999999999998,46.33799999999997
6.240999999999998,46.34799999999997
6.240999999999998,46.35799999999997
6.240999999999998,46.36799999999997
6.240999999999998,46.377999999999965
6.250999999999998,46.31799999999998
6.250999999999998,46.327999999999975
6.250999999999998,46.33799999999997
6.250999999999998,46.34799999999997
6.250999999999998,46.35799999999997
6.250999999999998,46.36799999999997
6.250999999999998,46.377999999999965
6.2609999999999975,46.33799999999997
6.2609999999999975,46.34799999999997
6.2609999999999975,46.35799999999997
6.2609999999999975,46.36799999999997
6.2609999999999975,46.377999999999965
6.2609999999999975,46.38799999999996
6.270999999999997,46.34799999999997
6.270999999999997,46.35799999999997
6.270999999999997,46.36799999999997
6.270999999999997,46.377999999999965
6.270999999999997,46.38799999999996
6.270999999999997,46.39799999999996
6.280999999999997,46.35799999999997
6.280999999999997,46.36799999999997
6.280999999999997,46.377999999999965
6.280999999999997,46.38799999999996
6.280999999999997,46.39799999999996
6.290999999999997,46.36799999999997
6.290999999999997,46.377999999999965
6.290999999999997,46.38799999999996
6.290999999999997,46.39799999999996
6.290999999999997,46.40799999999996
6.300999999999997,46.36799999999997
6.300999999999997,46.377999999999965
6.300999999999997,46.38799999999996
6.300999999999997,46.39799999999996
6.300999999999997,46.40799999999996
6.300999999999997,46.41799999999996
6.310999999999996,46.377999999999965
6.310999999999996,46.38799999999996
6.310999999999996,46.39799999999996
6.310999999999996,46.40799999999996
6.310999999999996,46.41799999999996
6.310999999999996,46.427999999999955
6.320999999999996,46.377999999999965
6.320999999999996,46.38799999999996
6.320999999999996,46.39799999999996
6.320999999999996,46.40799999999996
